slug,state,place,text
just_text_demand_children_in_afterschool,NM,text,"Most families piece together a variety of afterschool solutions, with 78% of New Mexico's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (4%); sibling care (12%); and non-parental adult care, such as a grandparent or neighbor (27%). "
p_of_children_would_be_enrolled_,NM,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,NM,text,"In 2014, 33% of New Mexico's children would participate in an afterschool program if one were available, compared to 40% in 2009 and 42% in 2004."
p_of_children_alone_,NM,title,Children unsupervised after school
p_of_children_alone_,NM,text,"In 2014, 21% of New Mexico's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,NM,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,NM,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,NM,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,NM,text,"In 2014, 5% of New Mexico's children in grades K-5 were unsupervised after school, compared to 19% in grades 6-8 and 42% in grades 9-12."
just_text_demand_unmet,NM,title,What barriers to afterschool program enrollment are New Mexico families facing?
just_text_demand_unmet,NM,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs are too expensive</li></ul>"
p_of_parents_satisfied_child_program_,NM,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,NM,text,"In 2014, 92% of New Mexico's parents were satisfied with their child's afterschool program, compared to 90% in 2009 and 89% in 2004."
ans_1_select_program,NM,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,NM,text,<ul><li>The hours meet parents' needs</li><li>Location is convenient</li><li>Knowledgeable and well-trained staff</li><li>Is a safe haven</li><li>Quality of care</li></ul>
ans_1_type_activity,NM,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,NM,text,"<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>Opportunities for reading or writing</li><li>Beverages, snacks and/or meals</li><li>Academic programs/clubs</li></ul>"
p_of_parents_satisfied_program_safe,NM,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,NM,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,NM,title,Most common afterschool program providers
ans_1_program_provider,NM,text,<ol><li>Public school</li><li>Boys & Girls Clubs</li><li>YMCAs</li></ol>
p_of_parents_program_public_school_bldg,NM,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,NM,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,NM,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,NM,text,"67% New Mexico parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,NM,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,NM,text,"72% New Mexico parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,NM,text,of New Mexico parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,NM,text,"of New Mexico parents support public funding for afterschool programs, while just 2% report receiving government assistance with the cost of afterschool."
FOOTNOTE,NM,text,"In New Mexico, 200 households and 352 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in New Mexico is 345,566, which is the foundation for all statewide projections in New Mexico After 3PM. "
p_of_children_in_programs_,NY,title,Afterschool program participation in New York
p_of_children_in_programs_,NY,text,"In 2014, 21% of New York's children participate in an afterschool program, compared to 21% in 2009 and 15% in 2004. "
avg_hr_per_week_in_programs,NY,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,NY,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,NY,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,NY,text,"In 2014, 25% of New York's children in grades K-5 participate in an afterschool program, compared to 25% in grades 6-8 and 17% in grades 9-12."
p_of_boys_program,NY,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,NY,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,NY,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,NY,text,"Most families piece together a variety of afterschool solutions, with 66% of New York's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (9%); sibling care (19%); and non-parental adult care, such as a grandparent or neighbor (33%). "
p_of_children_would_be_enrolled_,NY,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,NY,text,"In 2014, 49% of New York's children would participate in an afterschool program if one were available, compared to 46% in 2009 and 36% in 2004."
p_of_children_alone_,NY,title,Children unsupervised after school
p_of_children_alone_,NY,text,"In 2014, 20% of New York's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,NY,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,NY,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,NY,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,NY,text,"In 2014, 4% of New York's children in grades K-5 were unsupervised after school, compared to 16% in grades 6-8 and 41% in grades 9-12."
just_text_demand_unmet,NY,title,What barriers to afterschool program enrollment are New York families facing?
just_text_demand_unmet,NY,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>Lack of child's enjoyment of programs</li></ul>"
p_of_parents_satisfied_child_program_,NY,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,NY,text,"In 2014, 91% of New York's parents were satisfied with their child's afterschool program, compared to 83% in 2009 and 92% in 2004."
ans_1_select_program,NY,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,NY,text,<ul><li>Their child enjoys the afterschool program</li><li>Quality of care</li><li>Is a safe haven</li><li>Location is convenient</li><li>The hours meet parents' needs</li></ul>
ans_1_type_activity,NY,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,NY,text,<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>STEM learning opportunities</li><li>Opportunities for reading or writing</li><li>Academic programs/clubs</li></ul>
p_of_parents_satisfied_program_safe,NY,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,NY,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,NY,title,Most common afterschool program providers
ans_1_program_provider,NY,text,<ol><li>Public school</li><li>Boys & Girls Clubs</li><li>YMCAs</li></ol>
p_of_parents_program_public_school_bldg,NY,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,NY,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,NY,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,NY,text,"69% New York parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,NY,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,NY,text,"74% New York parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,NY,text,of New York parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,NY,text,"of New York parents support public funding for afterschool programs, while just 22% report receiving government assistance with the cost of afterschool."
FOOTNOTE,NY,text,"In New York, 520 households and 2,594 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in New York is 2,967,495, which is the foundation for all statewide projections in New York After 3PM. "
p_of_children_in_programs_,NC,title,Afterschool program participation in North Carolina
p_of_children_in_programs_,NC,text,"In 2014, 15% of North Carolina's children participate in an afterschool program, compared to 12% in 2009 and 10% in 2004. "
avg_hr_per_week_in_programs,NC,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,NC,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,NC,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,NC,text,"In 2014, 20% of North Carolina's children in grades K-5 participate in an afterschool program, compared to 13% in grades 6-8 and 9% in grades 9-12."
p_of_boys_program,NC,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,NC,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,NC,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,NC,text,"Most families piece together a variety of afterschool solutions, with 69% of North Carolina's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (8%); sibling care (14%); and non-parental adult care, such as a grandparent or neighbor (24%). "
p_of_children_would_be_enrolled_,NC,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,NC,text,"In 2014, 39% of North Carolina's children would participate in an afterschool program if one were available, compared to 36% in 2009 and 28% in 2004."
p_of_children_alone_,NC,title,Children unsupervised after school
p_of_children_alone_,NC,text,"In 2014, 19% of North Carolina's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,NC,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,NC,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,NC,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,NC,text,"In 2014, 3% of North Carolina's children in grades K-5 were unsupervised after school, compared to 28% in grades 6-8 and 35% in grades 9-12."
just_text_demand_unmet,NC,title,What barriers to afterschool program enrollment are North Carolina families facing?
just_text_demand_unmet,NC,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs are too expensive</li></ul>"
p_of_parents_satisfied_child_program_,NC,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,NC,text,"In 2014, 87% of North Carolina's parents were satisfied with their child's afterschool program, compared to 86% in 2009 and 93% in 2004."
ans_1_select_program,NC,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,NC,text,<ul><li>Quality of care</li><li>Is a safe haven</li><li>Their child enjoys the afterschool program</li><li>Knowledgeable and well-trained staff</li><li>Program cost</li></ul>
ans_1_type_activity,NC,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,NC,text,"<ul><li>Opportunities for physical activity</li><li>Beverages, snacks and/or meals</li><li>Homework assistance</li><li>Music or art</li><li>Opportunities for reading or writing</li></ul>"
p_of_parents_satisfied_program_safe,NC,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,NC,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,NC,title,Most common afterschool program providers
ans_1_program_provider,NC,text,<ol><li>Public school</li><li>Religious organization</li><li>YMCAs</li></ol>
p_of_parents_program_public_school_bldg,NC,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,NC,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,NC,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,NC,text,"62% North Carolina parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,NC,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,NC,text,"75% North Carolina parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,NC,text,of North Carolina parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,NC,text,"of North Carolina parents support public funding for afterschool programs, while just 15% report receiving government assistance with the cost of afterschool."
FOOTNOTE,NC,text,"In North Carolina, 326 households and 1,874 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in North Carolina is 1,566,054, which is the foundation for all statewide projections in North Carolina After 3PM. "
p_of_children_in_programs_,ND,title,Afterschool program participation in North Dakota
p_of_children_in_programs_,ND,text,"In 2014, 20% of North Dakota's children participate in an afterschool program, compared to 9% in 2009 and 14% in 2004. "
avg_hr_per_week_in_programs,ND,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,ND,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,ND,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,ND,text,"In 2014, 30% of North Dakota's children in grades K-5 participate in an afterschool program, compared to 12% in grades 6-8 and 11% in grades 9-12."
p_of_boys_program,ND,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,ND,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,ND,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,ND,text,"Most families piece together a variety of afterschool solutions, with 64% of North Dakota's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (10%); sibling care (14%); and non-parental adult care, such as a grandparent or neighbor (27%). "
p_of_children_would_be_enrolled_,ND,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,ND,text,"In 2014, 34% of North Dakota's children would participate in an afterschool program if one were available, compared to 25% in 2009 and 37% in 2004."
p_of_children_alone_,ND,title,Children unsupervised after school
p_of_children_alone_,ND,text,"In 2014, 24% of North Dakota's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,ND,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,ND,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,ND,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,ND,text,"In 2014, 3% of North Dakota's children in grades K-5 were unsupervised after school, compared to 35% in grades 6-8 and 40% in grades 9-12."
just_text_demand_unmet,ND,title,What barriers to afterschool program enrollment are North Dakota families facing?
just_text_demand_unmet,ND,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>Lack of a safe way to get to and come home from afterschool programs</li></ul>"
p_of_parents_satisfied_child_program_,ND,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,ND,text,"In 2014, 97% of North Dakota's parents were satisfied with their child's afterschool program, compared to 75% in 2009 and 64% in 2004."
ans_1_select_program,ND,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,ND,text,<ul><li>Quality of care</li><li>Their child enjoys the afterschool program</li><li>Knowledgeable and well-trained staff</li><li>Is a safe haven</li><li>Location is convenient</li></ul>
ans_1_type_activity,ND,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,ND,text,"<ul><li>Opportunities for physical activity</li><li>Academic programs/clubs</li><li>Homework assistance</li><li>Opportunities for reading or writing</li><li>Beverages, snacks and/or meals</li></ul>"
p_of_parents_satisfied_program_safe,ND,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,ND,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,ND,title,Most common afterschool program providers
ans_1_program_provider,ND,text,<ol><li>Public school</li><li>YMCAs</li><li>City or town (including Parks and Recreation Department)</li></ol>
p_of_parents_program_public_school_bldg,ND,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,ND,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,ND,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,ND,text,"70% North Dakota parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,ND,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,ND,text,"73% North Dakota parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,ND,text,of North Dakota parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,ND,text,"of North Dakota parents support public funding for afterschool programs, while just 13% report receiving government assistance with the cost of afterschool."
FOOTNOTE,ND,text,"In North Dakota, 203 households and 400 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in North Dakota is 99,325, which is the foundation for all statewide projections in North Dakota After 3PM. "
p_of_children_in_programs_,OH,title,Afterschool program participation in Ohio
p_of_children_in_programs_,OH,text,"In 2014, 15% of Ohio's children participate in an afterschool program, compared to 12% in 2009 and 7% in 2004. "
avg_hr_per_week_in_programs,OH,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,OH,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,OH,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,OH,text,"In 2014, 18% of Ohio's children in grades K-5 participate in an afterschool program, compared to 17% in grades 6-8 and 9% in grades 9-12."
p_of_boys_program,OH,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,OH,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,OH,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,OH,text,"Most families piece together a variety of afterschool solutions, with 73% of Ohio's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (9%); sibling care (18%); and non-parental adult care, such as a grandparent or neighbor (32%). "
p_of_children_would_be_enrolled_,OH,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,OH,text,"In 2014, 53% of Ohio's children would participate in an afterschool program if one were available, compared to 30% in 2009 and 23% in 2004."
p_of_children_alone_,OH,title,Children unsupervised after school
p_of_children_alone_,OH,text,"In 2014, 23% of Ohio's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,OH,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,OH,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,OH,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,OH,text,"In 2014, 6% of Ohio's children in grades K-5 were unsupervised after school, compared to 19% in grades 6-8 and 31% in grades 9-12."
just_text_demand_unmet,OH,title,What barriers to afterschool program enrollment are Ohio families facing?
just_text_demand_unmet,OH,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>Lack of a safe way to get to and come home from afterschool programs</li></ul>"
p_of_parents_satisfied_child_program_,OH,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,OH,text,"In 2014, 95% of Ohio's parents were satisfied with their child's afterschool program, compared to 98% in 2009 and 95% in 2004."
ans_1_select_program,OH,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,OH,text,<ul><li>Knowledgeable and well-trained staff</li><li>Their child enjoys the afterschool program</li><li>Quality of care</li><li>Is a safe haven</li><li>Location is convenient</li></ul>
ans_1_type_activity,OH,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,OH,text,"<ul><li>Opportunities for physical activity</li><li>Beverages, snacks and/or meals</li><li>Homework assistance</li><li>STEM learning opportunities</li><li>Opportunities for reading or writing</li></ul>"
p_of_parents_satisfied_program_safe,OH,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,OH,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,OH,title,Most common afterschool program providers
ans_1_program_provider,OH,text,<ol><li>Public school</li><li>YMCAs</li><li>Library</li></ol>
p_of_parents_program_public_school_bldg,OH,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,OH,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,OH,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,OH,text,"70% Ohio parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,OH,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,OH,text,"77% Ohio parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,OH,text,of Ohio parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,OH,text,"of Ohio parents support public funding for afterschool programs, while just 21% report receiving government assistance with the cost of afterschool."
FOOTNOTE,OH,text,"In Ohio, 364 households and 2,194 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in Ohio is 1,884,231, which is the foundation for all statewide projections in Ohio After 3PM. "
p_of_children_in_programs_,OK,title,Afterschool program participation in Oklahoma
p_of_children_in_programs_,OK,text,"In 2014, 11% of Oklahoma's children participate in an afterschool program, compared to 12% in 2009 and 6% in 2004. "
avg_hr_per_week_in_programs,OK,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,OK,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,OK,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,OK,text,"In 2014, 15% of Oklahoma's children in grades K-5 participate in an afterschool program, compared to 6% in grades 6-8 and 8% in grades 9-12."
p_of_boys_program,OK,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,OK,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,OK,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,OK,text,"Most families piece together a variety of afterschool solutions, with 72% of Oklahoma's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (6%); sibling care (14%); and non-parental adult care, such as a grandparent or neighbor (23%). "
p_of_children_would_be_enrolled_,OK,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,OK,text,"In 2014, 40% of Oklahoma's children would participate in an afterschool program if one were available, compared to 41% in 2009 and 29% in 2004."
p_of_children_alone_,OK,title,Children unsupervised after school
p_of_children_alone_,OK,text,"In 2014, 20% of Oklahoma's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,OK,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,OK,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,OK,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,OK,text,"In 2014, 3% of Oklahoma's children in grades K-5 were unsupervised after school, compared to 44% in grades 6-8 and 52% in grades 9-12."
just_text_demand_unmet,OK,title,What barriers to afterschool program enrollment are Oklahoma families facing?
just_text_demand_unmet,OK,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>The afterschool programs are too expensive</li></ul>"
p_of_parents_satisfied_child_program_,OK,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,OK,text,"In 2014, 94% of Oklahoma's parents were satisfied with their child's afterschool program, compared to 81% in 2009 and 100% in 2004."
ans_1_select_program,OK,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,OK,text,<ul><li>Quality of care</li><li>The hours meet parents' needs</li><li>Their child enjoys the afterschool program</li><li>Is a safe haven</li><li>Knowledgeable and well-trained staff</li></ul>
ans_1_type_activity,OK,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,OK,text,"<ul><li>Opportunities for physical activity</li><li>Opportunities for reading or writing</li><li>Homework assistance</li><li>Beverages, snacks and/or meals</li><li>STEM learning opportunities</li></ul>"
p_of_parents_satisfied_program_safe,OK,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,OK,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,OK,title,Most common afterschool program providers
ans_1_program_provider,OK,text,<ol><li>Public school</li><li>YMCAs</li><li>Boys & Girls Clubs</li></ol>
p_of_parents_program_public_school_bldg,OK,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,OK,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,OK,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,OK,text,"61% Oklahoma parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,OK,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,OK,text,"66% Oklahoma parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,OK,text,of Oklahoma parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,OK,text,"of Oklahoma parents support public funding for afterschool programs, while just 12% report receiving government assistance with the cost of afterschool."
FOOTNOTE,OK,text,"In Oklahoma, 200 households and 777 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in Oklahoma is 648,594, which is the foundation for all statewide projections in Oklahoma After 3PM. "
p_of_children_in_programs_,OR,title,Afterschool program participation in Oregon
p_of_children_in_programs_,OR,text,"In 2014, 16% of Oregon's children participate in an afterschool program, compared to 15% in 2009 and 10% in 2004. "
avg_hr_per_week_in_programs,OR,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,OR,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,OR,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,OR,text,"In 2014, 21% of Oregon's children in grades K-5 participate in an afterschool program, compared to 13% in grades 6-8 and 12% in grades 9-12."
p_of_boys_program,OR,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,OR,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,OR,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,OR,text,"Most families piece together a variety of afterschool solutions, with 72% of Oregon's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (6%); sibling care (15%); and non-parental adult care, such as a grandparent or neighbor (26%). "
p_of_children_would_be_enrolled_,OR,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,OR,text,"In 2014, 44% of Oregon's children would participate in an afterschool program if one were available, compared to 37% in 2009 and 23% in 2004."
p_of_children_alone_,OR,title,Children unsupervised after school
p_of_children_alone_,OR,text,"In 2014, 22% of Oregon's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,OR,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,OR,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,OR,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,OR,text,"In 2014, 7% of Oregon's children in grades K-5 were unsupervised after school, compared to 14% in grades 6-8 and 25% in grades 9-12."
